S_ID,AVG_SCORE
0085d06862e5afff810d265bdccd759e,90.16666666666667
2e21774ce2f9e9efb5f38dac9f2be1ae,89.57142857142857
3d2143c0d28b983606b97371b9113af4,90.5
4000ea9e1d3d4c8d8c2ec48977f71f20,88.14285714285714
57f9efe1585daba4505a59cb73c9cb5e,91.16666666666667
76df7e9a8bd70ec227b6312a254b29c5,87.5
7b8d66d44fed1cc4ea6b019c209b40fc,89.0
80c293805d8c7aaf6331d8ab36eff8e4,88.16666666666667
8cbe7611f81bcae49007fcd0413ca50d,89.66666666666667
b49f3c9c480993a0fd2e2aa4c2a0b413,89.0
c7b80b2d5681ee8a177d45ef7d82dbe1,90.5
d60e97c385451536ddd17bc0c19d1e37,87.66666666666667
3817a48724ece544d1990e08bb34cb63,88.66666666666667
5e1d42e7f5faf051f74056f868053832,82.71428571428571
c5cb13b64128b3bb45d83ea1301de7da,86.5
2f81e8bd5961a4f7757330c31197df86,88.16666666666667
30498e9e191aed5c5745e967cd6c72b1,89.33333333333333
4eb516aaa78d20061b01b2ba55d01117,84.83333333333333
6e0b0b9bfbcef53defed8b46a527b6b6,89.5
7b43d4ef84ac9c6be6856628f8e39244,86.66666666666667
a643b19a5ffb764d0bc34192a3a8701f,91.83333333333333
b5efd71b21e9793ac65e1d72b8b2f087,84.0
cb599c26a6b7ed6983179d672ad80bd5,89.0
e518983a075a0281c1ef9cd0d60fb51d,87.5
0448bfa4f56d8593eb598949fde32bf1,89.0
0c7f0d94268244bb95b9c6fd27557f0a,88.83333333333333
2e45ddef896dc5d93cb183be2b5ba3a0,87.8
32c8b0a035dd879f6a4459b16dc09fc7,90.8
591b187238bdaf390f6e04c9c5b64e63,88.83333333333333
59d2231ac316797ac2c54dd3c61c43dd,88.6
5e7d1e654073ab9561ebcf6d5a2cbead,86.2
6718151fd30bd66ce97c7ae1848f9d4c,90.16666666666667
6ab2bde2dfb19b933a76214a7350fcf8,90.33333333333333
9d09387fa511ae2ce5e5fcd1d30cf20e,90.6
acb21bb600c00ed10d9f69b4148cabc3,90.6
bbbcde1563c41ec63996e7d1a7cb2639,91.66666666666667
dde4b8d152448fc8caa5966a9cb17903,87.66666666666667
ea1dac0c2f09bd8461f1aa7eb89dabe1,90.4
ec5bcadc618921e2bd7ea8830b1e4ec0,86.6
f29a895a94cf5ee4cd6b071372852814,90.6
b06e4783f87825f6846c1dea29b89a8b,90.33333333333333
461b7e18f760f0047f1706d7b8bcb113,86.66666666666667
819e9df4e36e4cd86ddf47390b5db5c0,91.5
95da1330ce530527ca0c7afeb6dd2388,91.83333333333333
a473a611c24e29be85fe3ba0af0fa5b8,86.6
bfb61a04fd29bcb89d919ca60ac0bbae,92.33333333333333
c02cd83e0685d1659e9fd14f3dbe00e7,88.33333333333333
18bc7cf80714fd5f8e4e295d50a7ba9c,83.0
95cb3502d8cb6bdbf193299a1ce779e7,88.66666666666667
1213740af7a05a9ff3bb33ec38aaf21d,82.83333333333333
1475ed0e54c3cb5b37dab12735d36f78,77.0
14b3b5b6697527a260ad0dec90de57b7,83.16666666666667
41da5bfcadf43c6edecfbbf3a067da03,78.33333333333333
9a1afc8929d77ee2906fa16073eee9e1,29.2
b3cd0ac8ba0079697868f7509b1f1e7a,77.33333333333333
c03423e309c7eab472d763c807e911f5,79.16666666666667
c81491d60a35512ddeca862bda6e342c,77.0
c8fe66785a6fe5ec727df06b74a4ca15,79.66666666666667
d60bd91420b0408d64ae5bd37d61ab81,70.66666666666667
53aeb817ec87c1be05064f0959175dce,88.14285714285714
00ee163aa93ddad3d3430f904df571d1,90.91666666666667
2a659f9ad9748322794def9a851b5116,90.75
38c978e5f21756dfe5fc3e444ca31688,80.0
4ce2a5df5e4b685f6773f6de379a65bb,81.57142857142857
4dc8e3f6bdb50fa939bfe7fa515d5d61,82.1
7ebda7818fce5476b4040870ea1dd93c,92.0909090909091
91766871cc9191ea7d698b31c69d8c0c,82.8
a5c791ec1ded32a6757adf42afe95818,85.0
b94f42548f66a6af6274e83d03915436,79.0
b9a74c40fe6b43091569699375a46cd9,87.3076923076923
cc09c5699b9c4970ad76bfea5a9afe20,84.16666666666667
fa3a96fab7a8e5469f34a88904b0c751,73.83333333333333
0c9e7b72ea75d32b93d2555eb87f77e4,63.0
0e7c51bc398e600de8c528bed7acbc7b,84.07692307692308
0fa8fa9d103cd077ae16e2886218cbf2,78.1
16726fde4a4b77c3dd05b89c383fbb5a,87.71428571428571
251c297654f1100b518550fe7aad481a,86.3076923076923
3d1fd69ceb8f057ded1b5a8502dcc3f2,80.54545454545455
43ea30028c9fefe8d76226f3c8a2ccdd,82.08333333333333
7ad031bbbcbe8f273d3d8d3fd8f20ba7,79.18181818181819
93bb55b144144c95913f447d999185c2,89.9090909090909
a6b639bf55e7105fc07de9c6c001ae32,59.75
b0eb209dfafcbbdfcc4c5690575885ab,80.0
bdf7c18cf70ed96faaef29ef0372c351,83.81818181818181
c7e8312191cc4252f7e45bc24a40beca,13.4
cbef94af32c68ace4f9d37b930631810,74.0
e4712ad364c4f753f4ca1de82dffb1db,68.16666666666667
eaa7aad8ca9ce74d9e24ae86bf1d5d71,79.18181818181819
01497416821b93fa4c5d1a07ad5f89ab,80.0
111321352efb75961374cdf5a4d9102b,86.0
1482d7cbd058cc3f7a955061f79a73f9,82.0
2a23c6c160fe7de6b44d42859974c315,82.0
2dc0de0e25226c8cd55009f2f75fe65f,80.0
339f2a302b4cc49ad725d3cf947da321,85.0
47f1ea2369cbe8c71ee55f74203e4543,88.0
665c0b29dbf111f56dd19efb0e34e5ba,83.0
6981faf55f52e08ff7f0ec7470d3fe14,87.0
7d3a8f51f667e95abe4a3e539c557634,86.0
aaebf159d1c5afde46ca4dd1c1e7974e,80.0
b3eebdd4afe72179edd1a21350928498,83.0
bc187670f76a6952cb1bc06955be90c8,86.0
bcbf2cf244d9885d06cd4bfb833ecf8a,82.16666666666667
bfe1f0054da110c0f874ef711539e897,80.0
e43cfab1924f0953bc80e9abe7d6b2d0,86.0
e9ac33c7f648a6251c4fc2bcc031a95c,84.1
f43daf891b38b04e651b0ab11c7e662c,82.0
f53aec1344fc77dff07ca7cb579a0da8,83.0
fc094ee0296e1d9ae8f50088b67a6a18,80.0
fef4bde0e97c26d81f0a289457492896,82.0
0bc6f1a3db0fa890fa6c3039dd6fd5af,79.5
224be1fa5dfcd956e2ea77f41d7d3c4e,70.22222222222223
2ff28c0fa6635a1342706e65905f2456,84.6
3ee14cd98d565948c13229981cfe729d,83.81818181818181
40427484b9efa1a6a61dbd7e090743a7,80.22222222222223
40b1d8c6ae91a3d1c8cdf46e2d9abeb3,83.16666666666667
4512bdf17b848d47230734bf9d186385,11.5
49e5e686b94e50110da3d3fbc6627fac,89.0
51f648d3411980a9c8f4392cba087f3c,92.0
548623b8c5ea51bcb0df3775498448eb,84.3
5606d1ea2051705aa5b800946a1831c2,81.7
5742bb54113b058ad603edf202fd8260,28.09090909090909
59434497665a0d50dcbcfb3f0183e7df,80.25
59f56c77f026ae7b79219378aad1e955,72.6
687a184a96bf83d0d69ea5738d3d19d5,67.41666666666667
76b7eda1727137d0ef3bbd56fa5a7591,90.83333333333333
7bef473dc3ff72fee913ef18c5dce6f5,74.8
7ff811cd65893bb2a964a6bbebc4005b,88.11111111111111
878a4148242ff67b70426fc909c4b422,73.8
8c1fabdb2560c70e8ebca0aba4052725,59.77777777777778
96685c6d615418437724ca09e834a5e2,79.3
9b69de321142fd03c1eb0b7b44a27e1a,77.8
a3600d11e2f427e6ed224e97edf8c33a,79.6
a988857b762e868b16e239f7f79c20f2,82.33333333333333
acfadefaaac562466d9147b44af98b0f,84.83333333333333
b68c2f870076c494e3d02ccbc8a728cc,87.1
bbc4dbbb2ac5d318aafa737e23205467,91.66666666666667
c956a4ec06f556f5daf1aef5bfebc286,82.72727272727273
d82b86accda015f7c9c14e498e379468,70.3
d9fd581490f4b87553bd8f466fca2fae,87.9090909090909
ddd59e13dc8ba5306662709c85eef5e1,80.66666666666667
e06c6383d13633d95d0e7b8792991656,72.0
e983761ebbb94af38924df2c20c2c52b,95.0
f5d1788b0d044e5945cd25f649e7b591,82.3
f82f24901042b8d37d27f5c9a625825f,72.9
faf0a7ec79976d5176b8975ece055746,92.44444444444444
02cddcae44af5319d4066e78c1f1b187,80.7
12d700b06faa32ec701d69a9fd6c2644,72.9090909090909
13dc06402ccaefb90773872c02c3ccd5,84.41666666666667
14d1ec59065eac302adf2946f07ad732,60.0
26c9efa71ac381bed7de2025475f1b7b,86.77777777777777
2da2892f07f1202d39beaf6323f431d6,77.6
3270c45e9814b6029c86e7710f465970,81.36363636363636
39ba470dd5058fce3619799c891dd146,73.33333333333333
3c14035bdbda6734271580f6c77d60b7,68.0
3d3af2d42ffab38303385957764556fd,78.55555555555556
5f83b527c662c0315762d4c57fcc7479,85.27272727272727
6a071cf2223e5a486b592357b1ce6065,91.88888888888889
6e17aaa2d83c90d120bf5729666340de,67.11111111111111
725efffaa10d4a25af3ea0da79aa914c,67.27272727272727
7b2aa49897b8f13e6a298e86ee495977,64.125
87366583ba14e5660b6fd3495758b7d4,90.11111111111111
8844cc49efbc0577651b27006390000b,66.0
983b2c96eb56fb8e5eee16b5974a10cf,66.0
9d9e3e86df3c90309f794f074d803a79,82.9090909090909
a0e2ef8e2ec404bb4363bfc06a508b7d,74.55555555555556
a0fa941a87408dc292369db3337d9937,73.2
a7c135289ada9886d0edcc52ba81026b,80.36363636363636
a8ac6e9e88f7eed0d92f78e7572adcc6,68.11111111111111
a9e7149d29f507525b4f8c601a51b3e1,72.2
aa7ed702a8d6121e87d4dd7736757bb2,83.5
ab56c7ead8f302ef45ac536466b40c32,90.81818181818181
abe5d4822cd9bd5457d1ba6357c39915,68.5
b07067edbe39c2d62f28deb3405ee1f1,84.8
c52d94476750f237a01e42aa4fe0594a,73.125
c9351d1a3551bb374d6ce56d4295a9d4,65.46153846153847
cc4d35ccd4ac88bd9228dce170a9d76c,82.0
d45057864a02761dbcf413d20b4aef81,70.45454545454545
d489e5ea2012a4f93613ae4611563f88,63.57142857142857
e09e85b27f987e53a2fbf9a3b97f3927,71.1
e86ceab82d171278072e661b435e6737,70.88888888888889
ed6a0dee6c82f3beeb5048dec9d269bf,62.666666666666664
f44facad03bdafe731bb99b028c20f6e,90.6
f4de8a9c753e39dbc333d1ff59c8605e,77.33333333333333
f82fc7f410f363dfbe4cfc929ad37a2f,79.9
6645e4db14cd896abd87851a0b5ac1a0,71.81818181818181
fcf66b659523eb9896aafca8e195a8f1,73.7
1c5c2bef2a5ce25c8abd30b3ce616342,73.2
32d0670bf7dfbdc47b06e8515e781675,84.63636363636364
90bb9b08e5d15407c94e5d1c45ee82ea,80.6
de805deb0aae0b819e7b41f07435c588,70.0
e411e840b9df192c138b4b3b37beded2,74.5
5a284babc71b2b2457147ce4f608366e,75.11111111111111
8175bda5a7e84a01bf2ff3efb19fcd58,71.45454545454545
8d61bae0469edab88a521d2c6bf959a1,82.27272727272727
e56b0c15bbd42adf090095d7dbd15a84,68.0
eae4981d0a7aefadd74c6ed385c7c870,74.78571428571429
fdab6ff8b14eaffb9bf9ba6c07a2fe82,77.33333333333333
222fff3186e1ab179e8e174a16e0c2cd,77.18181818181819
4223a4de50f5d616da6ac2a8beb5d168,71.0
425fcc4e7d4d6df752d2bb4dbe5b6657,57.1
1b563dbeea26d3f1e124a00bb6dcc77a,78.16666666666667
7bfcb458b125874e4daea940334a19a5,81.11111111111111
00dce4a6afe5a5482b3e8613a1d3df3a,72.66666666666667
16083cee1f0a7bf5d238eefc350266ba,86.22222222222223
