S_ID,AVG_SCORE
140d696b2993a8e1968a2aac3c18c786,85.0
1af9d8759e64f0f2649beb744a481d56,89.5
32021c82079d68c388a601078e820f38,86.0
3960d6a73aee910efec464c1d8f30830,91.42857142857143
3fa8424b673626391ce501dccd5eb1e4,89.25
479acf7f6bebeb66fd53909bcfa00c66,87.75
48c07241708c4540922340c6cb8ae46a,91.375
5d6e4a8b9636370c2823b5d953dc773b,88.625
66453d242ebf2710d4d7df243c69ddc7,89.0
742aef2e2a118a9a136434f9a216803f,91.0
7912de164851a65bf5a522047bab1967,88.625
7a7ecb874ea07d41b601e0f22f5c0728,89.0
9ccf6c3a81e9d352fe65a65ba413a935,90.5
b522b0218c0b4c916209f5ad0829db67,88.75
ca010e799293382f1b7a6394f6ad5f18,88.625
d9cb33a6270566bb645a33f90e0bae99,91.0
e0937ac33b3e76e61d0cbbfcf71e109c,89.14285714285714
064f28f5e2b6740e878c6b602be1de4a,86.2
11de507814bd94a9317ae5553d3e061d,89.0
2f375be14963ad1e26f98d917822d6d4,88.5
38ae6e58bd6c2bfa35a67c1ab9f39a3f,90.0
3c2c147290e814b995e5adf5429b50ce,88.25
57211caaa8f45eb14064ba1cbd203a5f,89.0
5e8d95683f6ade2026169e770b5d62ba,90.5
857b7bcf880e939a848166e31445631a,90.5
be8834f784c3dde2ca8460e5ffc3cb2c,88.0
bea424a9e8b375ad89ea25b689e232a9,87.75
dc933a74059590536fdfba148f4aeef9,89.0
dd7bf919583dbd9112ee3d2751d5a826,87.5
fe656b730746ddbce2608916080f7b71,88.5
09856c3b35fa52695343f933936a6596,86.0
0d2faf7e410fda67aea85b8ab5c98cdc,78.83333333333333
1a0dded2568ae30c9478c2742a150104,88.14285714285714
1a8d11fe8405c43f9da7b66d8b861209,88.5
1bf53ecba90d5847bfb625f3d35d064c,87.57142857142857
2af3046334d4b557628d15a782f434ac,89.14285714285714
3a30f1ca25d4219e7f3e3ce58d2e73e0,89.66666666666667
458bcc7d85e0141e0c377a0b7b41d3bf,80.57142857142857
4606d529488036c17985cc4366ac099e,85.57142857142857
4af0cc400cee6bd1e343e40261f1b01c,86.0
53074a39bc39168333159aaf3c9c0b68,82.85714285714286
583a17fed603266449e59766202ff8f6,86.14285714285714
6c554f5cb2bd5be5aaee5a91ff69e861,75.5
b8c4216ca7be061766700165f9ce6896,88.71428571428571
ca171380abe0c077bec8482e3ea02ebf,84.42857142857143
e29bd0fc3f10f7af301258e1fbe34209,87.16666666666667
67291e27f745d2deafc5febc233d432f,89.0
e4b9262968183a0a02b9ec7e6db537bc,85.5
f8cd7f64bf7dc7dad0de27fd83fa28a3,86.11111111111111
393cb98e92a13836be8b0bb2089dc8f2,90.75
44cab00bc744a53e502122fc2c01c542,88.0
540cef596f8874f24f38eba9033640f9,84.66666666666667
5dadb490142ab3fd4a1c30e11ff7ac6d,90.66666666666667
632c6f8a1dad3c98cace282fc983f6a5,86.25
6c35ef9451794138a86011efffca6dcc,91.0
9023ba409c01b1f40190c6ba8766aa79,78.5
999f5a072f3af8e6c5a827b2d3a34a13,86.66666666666667
b2b158d1ea378cd0850abe6b346451ea,85.33333333333333
b995e3531eefb35e1cdf989a82ec8280,79.66666666666667
bfc3a2aefaaea69fca134bdf0cfaa87b,87.33333333333333
cabdf9eb39d644a8e22d2420f77ea7b4,87.5
cac2e46806c731a2d74eca42fec7e774,86.66666666666667
e7e1037201a034a9f6cd9899bd4b2dcd,87.25
0ea5bcf6c075afc890d9e5d89618f624,92.5
1d0edfa552f8a07e3cc9da6795bdcfe4,88.8
4e244598f759d72171a1f0aa8c4ae844,89.6
58b1459b14535ce708335249be1ca9af,85.8
7bc2db9811366941a009ac936c57da93,87.4
81dd69fd55b8957b83cfe423939ae11d,88.2
967d91c46f4787aa62da2f9f78ca5541,87.8
b4dd4ec880a8ced9085db3ce3e21d302,84.5
e3060503bb66d374d4019661849f913f,85.4
008c69d812e0d39a9ec3b93a49038cb6,87.5
1fbfc8d2fd1135af2cb36cf7edd74bfb,74.0
60624f5c2059462174bf42aba798a19b,80.58333333333333
6a218d7c992943cf987d76d692ae62de,93.0
787fa71a6a9c1997b8314b94ea57a40f,73.66666666666667
7fd5368174772e3cb6a99eb2f799ff58,91.25
8582ebcf2615254bd4729aa34b6ac5fd,90.0
a7504f5837fd65e68a80f67f5d263644,83.42857142857143
acff3f267f0d92ddc097faf20720a793,74.55555555555556
bc51b81f45759dba858625f4a7752d03,69.41666666666667
cf4fac6869a07dd68fd760aefb561d70,82.9
f9f63cddaf3138ae1cdead4476b2c209,67.9
0921edf29d15ac2a76bf2636e826ce75,79.36363636363636
09e645fd0f5238a749353f3b51dc147c,71.4
0b6600e884a03c9d4d02129688f0aecc,56.1
0c6b6b60245158242e11852832063f37,78.11111111111111
1bb36208d18fe7a0500e3633f3ebbb57,73.0909090909091
1c2722e796b50958da6a3e354c660c91,81.55555555555556
1de3af4ee72d5038a460808ef83f25b3,81.2
1e45d9bcfcd7d6a073e48b4378470af0,72.1
23eaeeee447e1e39bf44b586eef16c50,77.2
2b30b7065e20ef6fcf24fa388bdda7af,79.54545454545455
3082a19877537758d27af35690e714e4,83.72727272727273
34e6baac5cb22e90a986aa0f0857ec55,77.16666666666667
4223a4de50f5d616da6ac2a8beb5d168,59.3
45895fc09fc0520c222126115034548d,61.0
494699bb014cce3cd77c4575099fd04d,77.72727272727273
4ca2baac294af9130ca63810d92c94ba,80.6
51d2dadebb015b39fd040f33b05f1362,80.18181818181819
59b9a12d2593d14e6efc43ec6e0a6bf5,81.5
647f6c64038c6678fcb7c9b19d18afd3,74.08333333333333
66b623d58a22b18850bad417f509125f,72.2
6ba23d0539e6d92a00273e3383cdc4ed,76.63636363636364
77d6947d950a403bb8534b01f7104a93,78.88888888888889
84c7658fe9f79f5b9f9cc697a660acaa,59.333333333333336
923319d2c7622072edcefa5d9c7e747f,72.9
927a7419694ba5e968838ca734fd400e,71.22222222222223
953752a77539332e65cc3293f9008c2f,74.8
9ee9a809eed086e362729e6a3b2a08ac,79.45454545454545
a9810567fb4e7ab3fd2301cf47796ac3,74.1
abfbf871d001cb026ffd68dd7c87e962,91.41666666666667
ad7feb362da28d5c4e718ed17446146f,89.7
b873bedd8061efd1d0d62f830b1d91a9,79.41666666666667
bb9aafeff11dbf4c2db10a2f51adfffc,83.08333333333333
c1ecc39938d0efd9e64599187a696f26,82.2
c3a64e4c581fe758ca1caf39ab0df61a,76.9
c555e349c722076b6decb3c203921b93,77.81818181818181
d82e19eab5ad8c6cdd00d1f9da6f25b8,87.7
d8ef6b1e74f755eecd6f9f994608398b,88.15384615384616
d8f9cf2a47993b8269891728c5565053,75.44444444444444
da7521f4a023ba8bb3b201e16cb11062,84.0
ddae7531fb9d40640cc85ffdc31d8b3b,84.1
e252e8bd40a1c92ca681aff87afb87b6,82.54545454545455
e35b7c060fbb3ec77d119c809ad49d2f,83.81818181818181
eb436c648c76c3e0df8ce229446c8d64,84.0
eed4012a8e9612c1211dc6ed6e87cb34,71.9
f138037d5a1ed6c427f3cd1fc3313e2f,87.33333333333333
f9747d3db4f43cbbd478e0bfb036a410,78.18181818181819
01bd632dce9263ca575753dc8208273a,70.0
03c48baf4dc7ea3344afe4241f59ded1,79.63636363636364
0a218f5028bd5613dab683739cc06dfd,83.11111111111111
139eb1dea128ec725a2968f634d362dc,74.0
14f41ea526becc3754c1dc16f9243f18,88.2
17a126ca75967a91c159b948a899903b,72.33333333333333
21246a1481e2c35b6d8d3e65e6560bfb,58.4
216d9bc821e346b4eed214b0819d483a,63.888888888888886
22d66273c543e0aa9e5037ed7f22e8b2,76.66666666666667
27a70ec88cef4def95c3e9aaf8411e66,88.77777777777777
3274d37bcede95c17f34aa75ff0c734d,64.0
3cb4e0300d912d97c0fe8013bab47d87,79.3
465067f9bc9237b2e58e05395645b0f3,71.22222222222223
589fc85872cf86e411a508fdc91bc208,82.2
5cd730abae0417c117caecd2a62f174c,82.3
5e634537ca0a6f66053d86fec8f0772a,60.0
601ea6ba5490bb151fb983a8f2b8cc71,65.22222222222223
6c67f12312c5029637a10681bdc34d1e,69.6
6da4e4cffa145dd37cf9d3e4321dd9f8,72.4
7a1e373521225aed201708b9c7930413,64.18181818181819
85ae06dccd87b400f39ffd4a932a3d15,71.625
8ed49d5e9a089a83dc34dd6c8cfcdd97,73.5
91e826180391ed3fa375121bdfe607a1,79.44444444444444
957c3d109e2c211c9b8836cffbe68382,73.7
ac85c239681c5880479e24f1535ea173,82.0
b5651895cd92b091b57afc6135afddd3,70.1
cc9b06cee88e44f4d6079928b47c3655,73.2
d489e5ea2012a4f93613ae4611563f88,61.2
dbb5f7d3a03da8b60ad82a693015d33e,80.88888888888889
e7027548a2a6806defd6c75e262d4559,70.0
ef5bd1b782d6a553264cd24cb090d744,69.66666666666667
6072c9cd0e826941017094ab7f7680dc,72.625
17f31dfc21cdf5488c62deaa361392e1,81.77777777777777
20d87e46e682ed98ac92398a3026550b,73.1
2c067dc20ec5fbe6a3e5f0e5d80d0b88,81.0
5bc734c2be73c431c5587f29e3815a3c,80.11111111111111
6476eb6c784f865e3d6bb678d8551c9b,78.9090909090909
690d19bfecf3bd5ad09fc82a76057bf5,71.6
6ff4e75568ae8da1ee238642ddc3215b,74.18181818181819
7adb5c39839fe122f455d1a579c1c2fd,75.6
83ea99d6211b8e062f882a0d8f1718a7,61.375
93e80f7347ede1c467accdfe64bd06fb,78.6
9a3fc108aaa8c87a6db79c1128046114,74.5
b41ec01306467bc824d865294757e683,74.0
bb6ca7ed8157e41b019dfbb070415cd5,70.77777777777777
bd51e3d70d18b925bd70791a4c060f31,73.2
c87576b58c8df81b69aaecd481807897,77.3
ec95959d21075a637c0c0eda993fb19a,73.5
f0327ac36de67e6f835e689963fd493d,59.0
fa763e2f68f3f5223f3ea7b821f343b5,82.33333333333333
fd46ee663f3ed308dce05e69064e2bf2,77.6
040fbcb95e75a3d4fc9e0db7a81981b1,66.22222222222223
3cfcb9c79f3f00c91743849e10218a74,77.0
41d6b3c686c7fe5f47e22359f43f42ac,71.77777777777777
53f232cb66291d38e71c7dfedd87b3c1,73.5
5f99d26c62af19080e122db8fea7271a,74.7
617c48355cd69e2f08e1cb6d765bea37,75.22222222222223
8921733d40193ed7a75d14b2d3e505fb,68.75
c5bb55fadf3598ad83a9efe777c7b955,68.36363636363636
d6c30ef1b7ee8e5ea07340ac14b2c63e,72.7
e9dfd51c99fb8a13682bf5d8a65f84b5,75.7
55d2ae5403b164353eba9f3de2367867,81.57142857142857
96f874344bc8908b2d909804c885fa4c,68.8
0b156447d8f02cc1f9eb785db6e9f750,81.875
13b901ecbb1983ee1dc82247c264252d,78.75
1eef0b4e6f64dadc1d80cb7843a0ead2,70.22222222222223
28ce90981d07bee68bcb826fa2383384,78.54545454545455
3a847b269d977815c60f386a46c02bb1,77.55555555555556
4c77b041b6d7c7c3d42b69cd89fcd03b,80.45454545454545
5b74ffc34529b7d60c1b5a9e0f615161,85.55555555555556
65a91685a34b59cae88453aeefd1dfed,65.75
752bbd3bfc6a96b4d46a4e87ea2c60d4,81.0
7641149775b001b9444330e2c12fcf94,60.4
7bf64c34215532c451377427a58583ab,71.63636363636364
8bd878c06cd950b29dd5507be925e8c3,73.28571428571429
9b574533ea63d8a47174d13dcfc8db14,73.375
9de551ccd6834078279d8a44a97e5e0c,62.125
a137e55ac72abde891e0f06bdd3d0647,89.44444444444444
ad3ec9b7e0b90749532c30952a311770,80.33333333333333
b0d1338269225340dee2b59df3891bd4,82.2
b45554d8211d6ed02af26aab558b0abc,63.36363636363637
b6dc2150e83a7426fd1f18d2ef0db02d,69.33333333333333
bd35224b18d80abff5efe8f7799b36e5,75.33333333333333
bf3ae4ace066af13b806a31d6b019d31,91.16666666666667
c8be74403eeebd1dacdd01eba8eb30e2,80.8
cdb535f1283b56fca84eccc3eeeece2d,79.14285714285714
ceb5ab59fdd2396011ff9f98450ef686,46.2
d75b6c206973a7a1c9b86dfa635e1e26,78.83333333333333
f24dd86bb418dcb89f8db22673b9c3e7,74.72727272727273
fc799178a9f4740eecb8af36621d5335,78.9
ffa1207dd04e1f0b25fdce446e7dd113,49.25
46dfd048dcee05599172a5cea93e4405,70.0
9069b8e2048268ff6ff11f35bfd95eec,60.77777777777778
97a0e275bb2a8a8aac630eede3c75d96,82.27272727272727
101b010313393f56e410ee98e7173545,78.66666666666667
10a84dda5f140e73be4c20a3756fa34c,76.8
11915623f84153d8324ed62fd51936eb,71.11111111111111
1b45dd76fcf8c5339fc1a940fdafcae4,86.22222222222223
295d15212317231962aeb7146c5650be,69.0
2b72b61161d6f6744f72cf543d3d573d,78.77777777777777
34bb845cb65350efb5273d61e98477d3,82.0
37f57ef6a386dd9578abb102a378f496,81.66666666666667
417ca6845249025f6e53f0d2429bfc97,73.42857142857143
493972420a2607cf5c5ee3fee2bed4f1,91.5
68af8cc34066bcbcca1b1520af03a269,83.75
7b538001ca04f521670c809c459aeab5,70.33333333333333
8831089a66c38903263cdda1fc2be1d8,73.0
89e27a65deebcf1b28cd73959ebfd98a,90.16666666666667
8c34d915d13987e6057a4082cbd894cc,71.66666666666667
8c77a9ea9b179d4bb1d223bbf409859c,76.71428571428571
92866847da4d3333df19427d79c313c5,74.81818181818181
98b684d928245fc925bcd6fc1102cd13,77.625
9eab3919dd4d0462e02a9848a73c5d1c,77.85714285714286
b16200fd9ab477dcdf5a3da8bede5800,83.5
b41dac026fe574c0943439a3e7ffbb7f,66.0
ba20e37820f0c67aa384801ca52ad132,83.0
cbfee56693f0077942da1d35fe468663,82.11111111111111
d603f900d3bfeae11db7e637e860bb40,74.88888888888889
da67e33012031c429d2b08c4c2bfffba,82.45454545454545
ff6b83bb647ba990d01cab47a8b33052,64.71428571428571
10f0e076a60183c9c4f831cf045c8396,80.83333333333333
4fc750cf09db007d2ee94e5f20c80073,57.4
6ece0529c457a0609dea3d1ab07406bb,78.0
a004dfb5031ee89a08579a7ef6278d56,83.5
a1db56f83639aeb04584704fa05badae,77.2
bdc557cf55e39fdd79d7da0e05d2811e,75.83333333333333
c7b0104edcfa1479ffe25bfd0351d5ff,76.0
dd8f77d526a295ef3a3b4e4307d9ef02,77.875
fe44597f17b29d947b4d0a6bf6fb8dee,76.57142857142857
09113375b9452ac43febcfceea84abdf,85.44444444444444
0bad9068b6ee68493aeaf349095ef9da,88.75
14e6e689dcc0703b07f049d27d9ee6b8,70.14285714285714
1d00baaebe3972e3626dce8386f51d84,82.5
382bda5f71a23b818a9d2db13e9f0f15,83.0
4520855ccacafed50daa9fdd8dee416a,84.5
641247de7117ead87b1625cd4c6b3dd7,71.8
66b7f2a9881a33d380ab9c65f7cb4c5f,85.0
858216856ca97ee155f10c440e3e6f40,77.42857142857143
953b7a83b4ea6817fde2e587b3fd84c8,88.57142857142857
b3856bacf30888d647187638075ec7b8,85.75
b5c68f9ad874c326db4aaae4acfb3339,72.14285714285714
bbd55bb111f66f97098361655322b3df,86.71428571428571
