S_ID,Department
560d50f65c72e12082ba9818c03da877,3402
73bb3318cd668f79f4837c97ae8186e0,3202
b90df16632074e81a33f1ba7cccefffb,3202
faba709b00925c45a5ab77533b4a67b9,3202
3ee3f8d21b3b34a77dee05481d402373,6404
9a113d89d43356ef6dd5bc6371cad3cd,6404
a3f742e65de68e1537aa3dc78b04f153,6406
ac197c54c27b6b1b6457abdb20a2e52b,6404
01bd632dce9263ca575753dc8208273a,6001
03c48baf4dc7ea3344afe4241f59ded1,6001
0921edf29d15ac2a76bf2636e826ce75,6001
09e645fd0f5238a749353f3b51dc147c,6001
0a218f5028bd5613dab683739cc06dfd,6001
0b6600e884a03c9d4d02129688f0aecc,6001
0c6b6b60245158242e11852832063f37,6001
139eb1dea128ec725a2968f634d362dc,6001
14f41ea526becc3754c1dc16f9243f18,6001
17a126ca75967a91c159b948a899903b,6001
1bb36208d18fe7a0500e3633f3ebbb57,6001
1c2722e796b50958da6a3e354c660c91,6001
1de3af4ee72d5038a460808ef83f25b3,6001
1e45d9bcfcd7d6a073e48b4378470af0,6001
21246a1481e2c35b6d8d3e65e6560bfb,6001
216d9bc821e346b4eed214b0819d483a,6001
22d66273c543e0aa9e5037ed7f22e8b2,6001
237c2c8083721df33440ff67b89945f3,6001
23eaeeee447e1e39bf44b586eef16c50,6001
27a70ec88cef4def95c3e9aaf8411e66,6001
2b30b7065e20ef6fcf24fa388bdda7af,6001
34e6baac5cb22e90a986aa0f0857ec55,6001
3cb4e0300d912d97c0fe8013bab47d87,6001
3cf403b0fae3232ed0c37be073e91d51,6001
4223a4de50f5d616da6ac2a8beb5d168,6001
45895fc09fc0520c222126115034548d,6001
465067f9bc9237b2e58e05395645b0f3,6001
494699bb014cce3cd77c4575099fd04d,6001
49c987d95ad7e8cfb1149a83bac4ea88,6001
4ca2baac294af9130ca63810d92c94ba,6001
4ea0f2c3ccccebb6fd4ad645ef5a84aa,6001
51d2dadebb015b39fd040f33b05f1362,6001
589fc85872cf86e411a508fdc91bc208,6001
59b9a12d2593d14e6efc43ec6e0a6bf5,6001
5cd730abae0417c117caecd2a62f174c,6001
5e634537ca0a6f66053d86fec8f0772a,6001
601ea6ba5490bb151fb983a8f2b8cc71,6001
647f6c64038c6678fcb7c9b19d18afd3,6001
66b623d58a22b18850bad417f509125f,6001
6847f871fc5134191f40edda3240952d,6001
6ba23d0539e6d92a00273e3383cdc4ed,6001
6c67f12312c5029637a10681bdc34d1e,6001
74c6ae46fbbde32c2fd6153773aade8d,6001
7a1e373521225aed201708b9c7930413,6001
7fc234c121e648e574f84985e3f940a0,6002
85ae06dccd87b400f39ffd4a932a3d15,6001
8ed49d5e9a089a83dc34dd6c8cfcdd97,6001
8fe1ae53aa204e348ff6598f14665a4b,6002
9069b8e2048268ff6ff11f35bfd95eec,6001
91e826180391ed3fa375121bdfe607a1,6001
923319d2c7622072edcefa5d9c7e747f,6001
927a7419694ba5e968838ca734fd400e,6001
953752a77539332e65cc3293f9008c2f,6001
957c3d109e2c211c9b8836cffbe68382,6001
96f874344bc8908b2d909804c885fa4c,6001
9ee9a809eed086e362729e6a3b2a08ac,6001
a4cbfb6284d2e56bdc1f76a2b5eb08b9,6001
a9810567fb4e7ab3fd2301cf47796ac3,6001
abfbf871d001cb026ffd68dd7c87e962,6001
ac85c239681c5880479e24f1535ea173,6001
ad3ec9b7e0b90749532c30952a311770,6001
ad7feb362da28d5c4e718ed17446146f,6001
b5651895cd92b091b57afc6135afddd3,6001
b873bedd8061efd1d0d62f830b1d91a9,6001
bb9aafeff11dbf4c2db10a2f51adfffc,6001
bd51e3d70d18b925bd70791a4c060f31,6001
c1ecc39938d0efd9e64599187a696f26,6001
c3a64e4c581fe758ca1caf39ab0df61a,6001
c555e349c722076b6decb3c203921b93,6001
c8be74403eeebd1dacdd01eba8eb30e2,6002
cc9b06cee88e44f4d6079928b47c3655,6001
d0abbec81289de747f1aba8737bff77b,6001
d489e5ea2012a4f93613ae4611563f88,6001
d746635ef96ae7dd20cd71b90574269d,6001
d82e19eab5ad8c6cdd00d1f9da6f25b8,2001
d8f9cf2a47993b8269891728c5565053,6001
da67e33012031c429d2b08c4c2bfffba,6002
da7521f4a023ba8bb3b201e16cb11062,6001
dbb5f7d3a03da8b60ad82a693015d33e,6001
ddae7531fb9d40640cc85ffdc31d8b3b,6001
dfc266eaab99ddf3d0c6daf280ed0858,6001
e252e8bd40a1c92ca681aff87afb87b6,6001
e7027548a2a6806defd6c75e262d4559,6001
eb436c648c76c3e0df8ce229446c8d64,6001
ed6c4f5926537147a534b7c0d96d6f2a,6001
eed4012a8e9612c1211dc6ed6e87cb34,6001
ef5bd1b782d6a553264cd24cb090d744,6001
f89cc256c0021384770a75e7a21960f1,6002
f9747d3db4f43cbbd478e0bfb036a410,6001
fa763e2f68f3f5223f3ea7b821f343b5,6001
040fbcb95e75a3d4fc9e0db7a81981b1,6001
10a84dda5f140e73be4c20a3756fa34c,6001
113890a138bd66f09ffa8a5c2d7e7879,6001
17f31dfc21cdf5488c62deaa361392e1,6001
1b45dd76fcf8c5339fc1a940fdafcae4,6001
20d87e46e682ed98ac92398a3026550b,6001
2b72b61161d6f6744f72cf543d3d573d,6001
2c067dc20ec5fbe6a3e5f0e5d80d0b88,6001
3274d37bcede95c17f34aa75ff0c734d,6001
34bb845cb65350efb5273d61e98477d3,6001
37f57ef6a386dd9578abb102a378f496,6001
38afe52c85c6db94535e8f7ecf6fff0f,6001
3996669b1c2ea5a373b723f1a4438722,6001
3cfcb9c79f3f00c91743849e10218a74,6001
3eaf13438ff4711c0d9f4345c3018ba8,6001
3f50a8e5406ea37174250d42480a0cae,6001
41d6b3c686c7fe5f47e22359f43f42ac,6001
4c77b041b6d7c7c3d42b69cd89fcd03b,6001
51594ab7fe2501ce82a3f5b30c5de795,6001
53f232cb66291d38e71c7dfedd87b3c1,6001
5b74ffc34529b7d60c1b5a9e0f615161,6001
5bc734c2be73c431c5587f29e3815a3c,6001
5f99d26c62af19080e122db8fea7271a,6001
6072c9cd0e826941017094ab7f7680dc,6001
617c48355cd69e2f08e1cb6d765bea37,6001
6476eb6c784f865e3d6bb678d8551c9b,6001
68af8cc34066bcbcca1b1520af03a269,6001
690d19bfecf3bd5ad09fc82a76057bf5,6001
69a74dbdba02508090a1db7f881244eb,6001
6da4e4cffa145dd37cf9d3e4321dd9f8,6001
6ff4e75568ae8da1ee238642ddc3215b,6001
7adb5c39839fe122f455d1a579c1c2fd,6001
7d2065c48155b90499e77775b5bf8d85,6001
7e5a7dcd26882ac46013176a044db2a4,2002
83ea99d6211b8e062f882a0d8f1718a7,6001
84c7658fe9f79f5b9f9cc697a660acaa,6001
88291d06824ce01a79f8f62eeb68e560,6001
8921733d40193ed7a75d14b2d3e505fb,6001
8c29737ce9c63c03977b60c02c2482fd,6001
93e80f7347ede1c467accdfe64bd06fb,6001
96162ff78465c880b968f5a30f49ab3c,6001
97a0e275bb2a8a8aac630eede3c75d96,6001
9a3fc108aaa8c87a6db79c1128046114,6001
9eab3919dd4d0462e02a9848a73c5d1c,6001
b0d1338269225340dee2b59df3891bd4,6001
b16200fd9ab477dcdf5a3da8bede5800,6001
b41dac026fe574c0943439a3e7ffbb7f,6001
b41ec01306467bc824d865294757e683,6001
b94ec02cfd723d2205c7c6153cc37393,6001
bb6ca7ed8157e41b019dfbb070415cd5,6001
bf3ae4ace066af13b806a31d6b019d31,6001
c5bb55fadf3598ad83a9efe777c7b955,6001
c7724c2bcb0981550796c3a92ec8e6de,6001
c87576b58c8df81b69aaecd481807897,6001
c994912490ff24570503d32d8cd60c5e,6001
cbfee56693f0077942da1d35fe468663,6001
d55a3f16abb2ad2cff8f218562be7db8,6001
d6c30ef1b7ee8e5ea07340ac14b2c63e,6001
e6236a66aa7ac4b3512b4fe7050f0309,6001
e9dfd51c99fb8a13682bf5d8a65f84b5,6001
ec95959d21075a637c0c0eda993fb19a,6001
ed13d624dbaeee1a1d83bad953d37d5e,6001
ed743e867f2d2d1cee1788bb88165cd4,6001
edf47c5fcd49682b0d898bf2995a68b0,6001
f0327ac36de67e6f835e689963fd493d,6001
f1d0e5348c3df1829947c0fd8e3f85e1,6001
f3eb09f3e183f8697b738e97f5cf4728,6001
fc799178a9f4740eecb8af36621d5335,6001
fd46ee663f3ed308dce05e69064e2bf2,6001
fa893b0576b470bfe8b90b74585b5426,6001
19d6bd978453a893a529157a296aa868,6001
36b6ebe1c9863e18b2acfa00d1966b3d,6001
42dca1228a0b81deeabaadd2a81d8fd3,6001
64800c17150a07ae6c5fc0cdd3d2ac28,6001
6ece0529c457a0609dea3d1ab07406bb,6001
77d6947d950a403bb8534b01f7104a93,6001
9036b9029493714765d6ec2ef0acb29c,6001
b45554d8211d6ed02af26aab558b0abc,6001
b6dc2150e83a7426fd1f18d2ef0db02d,6001
bd35224b18d80abff5efe8f7799b36e5,6001
c2d5d0eb49ec1d1e2e1f05ac60bbdd02,6001
dd8f77d526a295ef3a3b4e4307d9ef02,6001
f24dd86bb418dcb89f8db22673b9c3e7,6001
f9f63cddaf3138ae1cdead4476b2c209,6001
0b156447d8f02cc1f9eb785db6e9f750,6001
295d15212317231962aeb7146c5650be,6001
5a481bf070189b61a78f4a15bb2c12e5,6001
65a91685a34b59cae88453aeefd1dfed,6001
7cb286b8784edf7597e22d05e5125916,6001
98b684d928245fc925bcd6fc1102cd13,6001
9b574533ea63d8a47174d13dcfc8db14,6001
a004dfb5031ee89a08579a7ef6278d56,6001
d603f900d3bfeae11db7e637e860bb40,6001
fe44597f17b29d947b4d0a6bf6fb8dee,6001
2a8fa6e29181a424c67be8e8e89cdb89,6001
8bd878c06cd950b29dd5507be925e8c3,6001
defd690494b744785cbc775b55115036,6001
ee0962ee613ae7b7a07f75e21b2580cc,6001
0319d94f60d052f2e665de6f333afc19,6002
0bad9068b6ee68493aeaf349095ef9da,6001
0eb4a2e736577777f007f3e311cda167,6002
11915623f84153d8324ed62fd51936eb,6001
14df1d3a82127ff1d220bd246ca7ce2a,6001
14e6e689dcc0703b07f049d27d9ee6b8,6002
19926921b7edd3ac6db6648bb29265df,6002
1c662cff73bb7996931a4a3dece8adb3,6002
204031504e81993f7321260798949384,6001
2c68b1cc00c6ea55e145e6a534d7c2b8,6002
382bda5f71a23b818a9d2db13e9f0f15,6001
38935946b86a1c51d5dc057f75c982a4,6002
3a847b269d977815c60f386a46c02bb1,6001
3fa1e9418cfd3f9fc10ca6395a4f1083,6001
408a2c5f6d3df25a66dc9d6cbd4ab694,6002
417ca6845249025f6e53f0d2429bfc97,6001
446bf98e6493ee65b01d45d6a608c46e,6002
4590a6f07229b9aa5522dc92503be1e4,6002
473007416f94e36de3cafe6912a2ef6a,6002
4ba9299c087c6bf73d20386349fdd97d,6001
4e5883840fa2845538d94c7586b9e1ae,6001
5b5869df3c548e1b8659c93a1eda54f9,6002
60598fd34d3759bceca035e1a975979e,6001
641247de7117ead87b1625cd4c6b3dd7,6002
66b7f2a9881a33d380ab9c65f7cb4c5f,6001
66e8bbf9fb69b422baba63e8469adf46,6002
69376c4d8190a0f4c0c38b944f3e37c6,6001
6b36de3088dbec6be25b18f432469cff,6001
6dc8aaccae57683393a90628bfd3150a,6002
858216856ca97ee155f10c440e3e6f40,6001
87e4dcaa64c5ba1a49b70a4d01c0e352,6001
8831089a66c38903263cdda1fc2be1d8,6001
8ae110bda06f72ccad3311e175ce5278,2003
8c34d915d13987e6057a4082cbd894cc,6001
8c77a9ea9b179d4bb1d223bbf409859c,6001
92866847da4d3333df19427d79c313c5,6001
941b7dfa521b0748d244f399c052563f,6001
94b870350be55b32e187133a573f79ad,6002
99ddeb8c01d355e8181d63d530ddeed7,6001
9abe60f3a77972b4506beae0bf1bda7f,6001
9de551ccd6834078279d8a44a97e5e0c,6001
a01f1d08662468ffc3dbd47af4332fc6,6001
a20995421feb3cdac462cb729aa36201,6002
a9a8cde792dfc4f31f6f338a2a52f3d0,6001
abb0bc2b0c54f256f1626f51a495b80b,6002
b04ef858da0652f266522fe1e99a8a70,6002
b3856bacf30888d647187638075ec7b8,6002
b4a82435211ac4edb27ed72c2536a88f,6002
b5c68f9ad874c326db4aaae4acfb3339,6001
b90a96c62804eaa564da860cc24884d2,6001
bbd55bb111f66f97098361655322b3df,6001
bf3572f9e1698a65298a2a0b9797993d,6001
c5163e628de0c576008dfa8a33df2a09,6001
c5c45d9a1ef52e0d632bda0c4a9337a3,6001
c7d8b153d95bfb9fabfe65982deb463d,6001
c824716f69713319f2b0212d97d0927f,6002
ce19b10e30312c37561df0e95bb8e3e3,6001
d69e9e4ab60bba694b7e55f1e423e325,2003
d7739753207abed7c9220fc27613d728,6001
db17ae6305c47d565708e0971586981e,6001
e8b1d3caed879b749a54d3b0d487613a,6001
eb7d95a537824392576271293de02065,6001
ee167e5074f18eb933e1e86bf489e7bd,6002
ee7c796ea54fff6ae171897bbc1730e3,6001
f1e3e5399ba91c0ce307eab543bc71ea,6001
f29613ac6cd311b3ae3e2d08b6e7297c,6001
f41663f80f332162e092df69083ddf6e,6002
f4465a2fdeda22177093497f2b1b00ef,6002
f6f37add2a2fccc9cd5c0b7a481ab866,6001
ff6b83bb647ba990d01cab47a8b33052,6001
4caa69b81f274a68aeeaf624173b2d90,6001
4d19964214047a98c5ba0a402aae0a61,6001
9e2b903e0a513082454db76fda48a591,6001
00b7302693084386481b888dc75c20eb,6002
5048b1f95b6b1ee16747fa5bc25fe8b8,2006
6fa18a4d5abca28091ba7b16c5938f4f,6001
c2e1f24234b2993beda4859d8fee69dc,6002
01dcfc2f043d7056e7ecad6d926803dd,6001
1440dfd22236d8cc7b4da7c5d51a4d6a,6001
1759d37d73a77709ccfc381f51fc3e46,6001
1a16cb2dc19db48803c6401e8beac609,6001
1e2071dfe0f7410620eea5189e72357e,6001
2bb0c7cf5ccddb3be7d9a2abd8b4d290,6001
482c1d0db86daba29105f0bacd7057c8,6001
66079d7fc5b3774484523e6984a2dd2c,6001
784f90f4b1defb280db1bdf4c5eaf7cd,6001
7b538001ca04f521670c809c459aeab5,6001
7d461cd80ea350b1a063cd3d07571979,6001
85d8d0dc82bea4e66e16d8c52d11adad,6001
b159b9a41633ed6e40007360130eae78,6001
b629effc669f18c63b998e61aaef3551,6001
d75b6c206973a7a1c9b86dfa635e1e26,6001
e30d75aec79ecc9d7890b443f8c56c98,6001
e5476edca1d757aea6b36fa0213c3ae2,6001
e902893ccadf4f21e927f844b9193a8a,6001
feecfe94855e2763b9e9a8f4a1fe073e,6001
0ab26476f0142cca832a2ad9f8993c67,6001
0e4ff0a8bdde4163354ced1ba6d6bec4,6001
4f83d8a479384ea330d8920ddc879af4,6001
b79740bb4178fd67445fb49c92463cf8,6001
dd5282745ffa86fb1245589291e2ef9e,6001
ef8736724033c6b913bf2f174c869a11,6001
f017bd7bfa2b0b7c98c8eda60b5324c7,6001
f2515d9b8014d3d00a65f66c0586fbe0,6001
1ee5cefc7f2a1c71f49e1fa9a860371e,6001
2ae6d2b4f35a691febec928258a261b6,6001
3665e2127e1f1d311cda8d31c10d0090,6002
383e6323a669caec45e5b46aa1a3b156,6002
42c27e1cf0fba3e5a23026fcec60b586,6002
4c6a7c2325dfcde3a4a63f65e61792b8,6001
4e49b5713a391db2b39d0fc3cce72c66,6001
4fca12f361285bd0173d50544ad81cb1,6001
54f02c73f0bb44120a0bfccbba36b618,6002
63e8e2fd9fba1fbbe2a5ac1ca69936a4,6002
74d1b050f2c5dfd24e10fe8b8bdd841c,6001
7674ccc509b51323f7c5512d7c8c028f,6001
8516540ab20f11fb4073c5d689f4d193,6002
8b8ed9571ca1789a0c0b974253f02535,6001
91e232e62411714180b28ff4e37fcf38,6002
9bc6c598bb004f74547728f76940b90a,6002
d11f5ec9a220654c1b1c6bd837e40f6b,6001
d77c27ee6c6ee43c48b0b32a537ae5c6,6001
e71194bd4d1bdc6e9432c9f7dd572d3a,6001
ee954e23760d2310676be0d3214fcc3e,6001
fcf9ef2ad77d657c608b021a30717656,6001
ffa1207dd04e1f0b25fdce446e7dd113,6001
d2a6edcf42a2e7b670823405c120e104,6001
04dc5b7fa27db9f9b82e416f59fb1fd8,6001
10f0e076a60183c9c4f831cf045c8396,6001
13b901ecbb1983ee1dc82247c264252d,6001
1fb7b2ad9eb437bfe8ad012cb952d78d,6001
331e287046dbe38ad241705b928e0c79,6001
413e7ecda9b0016ca97275780ff96884,6001
44bc32d16fc49bd45d0da3287d50324e,6001
4520855ccacafed50daa9fdd8dee416a,6001
4fc750cf09db007d2ee94e5f20c80073,6001
53422cf52e22a3c20e7ed82795bdd937,6001
60634d414f96c9012d922e5c99c4fb33,6001
7bf64c34215532c451377427a58583ab,6001
8ec97119424d600edfbc27dd49f6e1b3,6001
953b7a83b4ea6817fde2e587b3fd84c8,6001
a10ef562f3d717b9cbd1ea38cfdb9953,6001
a1db56f83639aeb04584704fa05badae,6001
ba20e37820f0c67aa384801ca52ad132,6001
bdc557cf55e39fdd79d7da0e05d2811e,6001
c7b0104edcfa1479ffe25bfd0351d5ff,6001
cdb535f1283b56fca84eccc3eeeece2d,6001
ceb5ab59fdd2396011ff9f98450ef686,6001
cf4fac6869a07dd68fd760aefb561d70,6001
ec7d48b25cc3b426f9f96aad8a871aae,6001
5e995fffb65d8b42ff3cd81ed4c3d55d,5002
e1612ac828583812ef5fc481ad3b30b7,2002
5a5c2929d2b9fffa4b9ce8a408218861,6001
896a0c1ef201cbdb61be01b36660f14a,6001
d677005f2d421b8a1d8e9575a67700d4,2006
ddf71cb33863c83039c2f2398b7e0772,6001
7239b15a921068e7da19e6d06bfa213b,6001
018f2d7b5a82f4f8790320455a5452af,6001
0db821a62f373ee68a98e21ddb2d3965,6001
1bd1da2b272663e4a1df281496b42c73,6001
8c621c27cc30acb10d78002e8a86c9e2,6001
93ff0a85f9db15ee4efe7a27db4e2b06,6001
b65d843c9b9944fcc15772f03830829d,6001
eed1e40157ca39b17e01e2660b9b7613,6001
6becb758f51253fe1edc3660c6c96d1b,6001
024da1b2f4a2071a9b181018e6f3ec18,6201
06b743ded926d92d2faacdaadb8ab79e,6201
18d17bbdedeb3d7774134107902962bb,6201
1a56bf2f53cf9d2e70b7d56dc29011a4,6201
1c311d0ee6ee0b0f351da8f26d6aeb7e,6201
3ddd3c989c7f161b95903d1c9326f8e3,6201
5789fd2116d6f15f359912ae42cb5a07,6201
683b67fae65d4fd9b06fa4f51f9c57b0,6201
879c710a5262357f9932498b12181920,6201
8e0321eac8f0feb2466cf4f43db5286a,6201
901b7ce1ec0672d36b1a3a8e76cea11b,6201
9a244a27122eb360403bb7b8237aaa47,6201
a2581c5842200f696e6db6b507493605,6201
a6819ad45e98c64bab0de6d922606717,6201
ac4bfbc94c9f610a494a12ebde43720c,6201
ae00cbdceb3dd3837dea5adf24e2407d,6201
ca4f2ba1c190f9c83bc9bebfd6c6c204,6201
d28b557d97cf4a15b2cb6a5ee61ac03e,6201
f45526df5ad6f4a9dcdcfabd439a87d0,6201
faa4d0a3d705a98469bc4204d3d25617,6201
01340f530e30464be3bb043db2753f04,6201
2196fed3eca79282c0c2d116929ef8b2,6201
7a0a1574dafe57c740d455011ad2158b,6201
8261040c33420a8109263d81913ece5b,6201
c36b6ce4c84b24700781c4c8b4dc8eed,6201
c4b43e8f7ea7e93f6e3628e636dba99a,6201
d096c1c5b555cb929dfa4f8e5602aab2,6201
1462e1f5731726b843c3a4ea7828fc51,6201
1b7ef3095f0d93b57962fb4b11077dc5,6201
359da9762659caf6cd576682d7458c79,6201
5712a7d109f6398a80fd05316aad72bc,6201
588d226d3be8c18d9507390726802753,6201
6b89d198cca650b82616027e7180c790,6201
a40a5131cd38bac4ac92b4fd8b2de9dd,6201
b43ae3d94de7a8556cea4e3678e5f042,6201
c18b9ada7f671bc6f4fbfe532cc41acf,6201
da242b7b53edf6a14c351788b98ba1bc,6201
e5c4538534e0e99ec84ba1b38fe1ea30,6201
0f0d0164a3475a3f1d3167c1d552caa3,6201
154031a281219a462ad65b13482f3c21,6201
1b50ecf8981642f36a4361c9fac0ca73,6201
2b89071871315465f05634f92b5b9db3,6201
54b74b16bb6d33ec1e8c2f66f0b4ef0c,6201
62b6ed6c4db038252d34dfb7c5878d1b,6201
79bd621ec8dda9fac2b48b77d8b00569,6201
8cc170cd3f81d759c7f8c8155777392d,6201
b3d810f505bc103c00a24dda5457b909,6201
ba9e9a9b4ba066f516f226ba7560b5f0,6201
e05b27b36ec8c32d856368f3bbe0d537,6201
e5bebfbe28fd451f3dc0040570187e22,6201
27cf5d1f4198a8c92eecf41cb1544e6f,202
a65c8cec343aed6d929d3ef70f75ec87,6406
60d7c986625f7ce6b5346686cefa09d4,3206
6d6f483ee69d0269e5fa2e27b6e8b2b2,6401
83a0565735215fbc6280056e30c5a003,6401
6ee4ba42d921d66c6fb01e07f9c6e7b9,6401
735a144ddbaef87806cdfe43afc3d85c,6201
c0ed11126c9226a09a4cc28c91e6fd50,6201
f28d3698d0a48048187911bab8f14157,6401
079683e5e3fae21df06d6bb39d9fd1ed,4001
0c76656eba7f06895bb737a21ef64207,1003
101dab8f7ddfdaca0c4c6016a3041604,5001
22ee8ceedaaae02afd89efc1795474d0,1003
25bf14eb347cda7dd871dadbef024d27,4001
283a295214f6ee3ed759a09123a7fb9b,4001
3420199700314b569951c38f08da68cc,4001
424dee10a3df4b87904dd1b2049fe03b,1003
45b32e0591ede183ce9c8c968bdfd6b2,2002
49543a509e3d9c4e37a7f81450b31b91,4001
54eaac0424d830dea3e5c87e70dfd1d1,4001
552eb16072f813cac1d1bffe33b63edb,3002
5ef1acfb8dc486c7f68ac748ac65ced0,4009
5f9062705095aa54c5d5580ad64892eb,1003
65d6fe0985de7c8c968bced71d5c75c1,4001
7716cbc3c6afecb31a75e7642e801f03,4009
778f08edc0c4f92ba0a5751fa1bcf3af,4009
7a965182f1703c0662d4a5ff8220d691,4001
8527c3ac95e827bf284272694d39621c,1003
87b99acbd69fce31c24befae03ab6359,4001
8a41f64cf01682e576239898a8053190,3004
8f7157b3ece568493b683d9f603882d6,3002
92bce85066cf0c2e3d0949c34441cde0,1003
9499a51bc440f0a52e1c77686a60c747,4008
a0304e42c78bca7d0355152cb5726da7,4001
a0d63f3c7ad327e09743bea00fcbdff5,4001
a0dcae456931043bc95ec4bc63a183c4,5001
a18002959f0622533354b7f5ee130c4d,4001
a1ccd86312da006c33e81f996b9e1ba5,4001
aa4f6f77bd50bbeab352ad52471c4d30,1001
aebf8c5a813a7f75caac79f92e0ffe55,1002
b9c5da5367914b8f6404968b469be311,4009
bc57690fa7537ffea40abdbb63834f94,5202
c3434b044bfadef7a4caad784d6fe51f,5001
c5570af3685f292ce97b8bfaa51be6d9,4009
c9d755f10111c7f09245fbca685dd211,4001
cdec6faf7d57db2267fe2a2e40c5eab2,4001
d33ba9ca056278464eeb6c8d26f90710,1001
dbb9944d374c6204d41c10641dea3daf,4001
dc92fa7a6a4e48c131f0af472905b4c4,3002
dde05434bace77332035522002e91701,4001
deecd43ab86b11874be0f79f0f037924,1001
e4b4c9cb5d33b5f6cebec777131279c1,1001
